,Bus_Route_Name,Bus_Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Available
614,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 13:23:00,06h 37m,0 days 20:00:00,4.0,330.00,51
615,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Orbit Aviation Pvt. Ltd.,AC Seater (2+2),0 days 13:40:00,04h 20m,0 days 18:00:00,3.7,800.00,45
616,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Orbit Aviation Pvt. Ltd.,AC Seater (2+2),0 days 13:50:00,04h 10m,0 days 18:00:00,3.8,800.00,45
617,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Khurana Bus Service,Volvo A/C (2+2),0 days 14:20:00,05h 10m,0 days 19:30:00,3.3,500.00,36
618,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 14:40:00,04h 20m,0 days 19:00:00,3.3,700.00,44
619,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,SPEED BUS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),0 days 15:30:00,04h 10m,0 days 19:40:00,3.7,807.00,49
620,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 16:00:00,04h 40m,0 days 20:40:00,3.8,700.00,45
621,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,New Pal Travels,A/C Sleeper (2+1),0 days 19:30:00,07h 00m,0 days 02:30:00,3.5,552.00,33
622,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Jamna Travels-Jammu,AshokLeyland Stile A/C,0 days 20:15:00,05h 15m,0 days 01:30:00,3.3,550.00,36
623,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,SPEED BUS,Volvo A/C Semi Sleeper (2+2),0 days 20:30:00,04h 10m,0 days 00:40:00,3.7,807.00,41
624,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Baru travels,A/C Seater / Sleeper (2+2),0 days 20:45:00,05h 15m,0 days 02:00:00,3.8,599.00,44
625,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Moon Light Travels Katra,A/C Sleeper (2+1),0 days 21:00:00,04h 00m,0 days 01:00:00,3.9,584.00,36
626,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Moon Light Travels Katra,A/C Sleeper (2+1),0 days 21:15:00,04h 45m,0 days 02:00:00,3.9,584.00,21
627,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,SAHARA TRAVELS,A/C Seater / Sleeper (2+2),0 days 21:15:00,05h 30m,0 days 02:45:00,3.0,494.00,38
628,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Radhe Travels,Bharat Benz A/C Sleeper (2+1),0 days 21:20:00,05h 10m,0 days 02:30:00,3.8,493.00,29
629,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),0 days 21:30:00,05h 00m,0 days 02:30:00,4.0,450.00,50
630,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Radhe Travels,Bharat Benz A/C Sleeper (2+1),0 days 21:30:00,05h 00m,0 days 02:30:00,3.8,493.00,30
631,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Moon Light Travels Katra,A/C Sleeper (2+2),0 days 22:00:00,05h 00m,0 days 03:00:00,3.7,449.00,38
632,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,GOBUS,A/C Seater / Sleeper (2+2),0 days 22:05:00,04h 25m,0 days 02:30:00,3.3,693.00,50
633,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 22:30:00,05h 30m,0 days 04:00:00,3.2,699.00,38
634,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 22:50:00,04h 10m,0 days 03:00:00,4.8,618.00,40
635,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Zimindara Travels,AC Sleeper (2+1),0 days 23:00:00,04h 30m,0 days 03:30:00,4.1,649.00,36
636,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:05:00,04h 15m,0 days 03:20:00,4.7,542.00,37
637,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:05:00,05h 05m,0 days 04:10:00,5.0,639.00,32
638,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),0 days 23:15:00,04h 15m,0 days 03:30:00,3.5,550.00,36
639,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,City Land Travels,A/C Seater/Sleeper (2+1),0 days 23:15:00,04h 00m,0 days 03:15:00,3.6,540.00,29
640,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),0 days 23:29:00,05h 16m,0 days 04:45:00,3.4,699.00,24
641,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 23:30:00,05h 30m,0 days 05:00:00,4.3,750.00,25
642,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 23:30:00,04h 50m,0 days 04:20:00,4.3,684.00,33
643,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),0 days 23:50:00,04h 10m,0 days 04:00:00,4.6,855.00,33
644,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,City Land Travels,A/C Seater/Sleeper (2+1),0 days 23:50:00,05h 10m,0 days 05:00:00,3.6,529.00,30
645,Chandigarh to Pathankot,https://www.redbus.in/bus-tickets/chandigarh-to-pathankot,Amit Travels,A/C Seater / Sleeper (2+1),0 days 01:15:00,04h 45m,0 days 06:00:00,1.7,799.00,40
646,Talwara to Chandigarh,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165840,HVAC Seater (2+3),0 days 11:37:00,05h 00m,0 days 16:37:00,4.3,323.81,44
647,Talwara to Chandigarh,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 05:40:00,04h 50m,0 days 10:30:00,4.0,280.00,51
648,Talwara to Chandigarh,https://www.redbus.in/bus-tickets/talwara-to-chandigarh,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 06:40:00,05h 20m,0 days 12:00:00,4.0,280.00,51
649,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165792,HVAC Seater (2+3),0 days 13:40:00,05h 35m,0 days 19:15:00,4.0,397.15,44
650,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165794,HVAC Seater (2+3),0 days 14:30:00,05h 40m,0 days 20:10:00,3.0,397.15,47
651,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165796,HVAC Seater (2+3),0 days 15:30:00,05h 40m,0 days 21:10:00,4.2,397.15,47
652,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 06:30:00,03h 50m,0 days 10:20:00,3.1,382.00,34
653,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 15:00:00,04h 55m,0 days 19:55:00,3.6,382.00,37
654,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 15:00:00,04h 05m,0 days 19:05:00,3.2,382.00,37
655,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 16:00:00,06h 50m,0 days 22:50:00,4.4,618.00,40
656,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 16:15:00,07h 00m,0 days 23:15:00,3.6,540.00,29
657,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 17:00:00,06h 30m,0 days 23:30:00,4.0,750.00,25
658,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 18:15:00,07h 00m,0 days 01:15:00,4.3,488.00,31
659,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 18:30:00,05h 50m,0 days 00:20:00,4.1,630.00,29
660,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Laxmi holidays,VE A/C Semi Sleeper (2+2),0 days 18:30:00,05h 20m,0 days 23:50:00,4.9,1044.00,32
661,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 23:00:00,04h 55m,0 days 03:55:00,4.6,382.00,44
662,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 23:00:00,04h 05m,0 days 03:05:00,3.9,382.00,44
663,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 06:30:00,04h 30m,0 days 11:00:00,2.7,382.00,32
664,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 15:10:00,07h 20m,0 days 22:30:00,2.0,799.00,38
665,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,PRAKASH TOURISM,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),0 days 17:30:00,04h 35m,0 days 22:05:00,0.0,1100.00,49
666,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),0 days 18:20:00,07h 10m,0 days 01:30:00,1.7,799.00,40
667,Dehradun to Chandigarh,https://www.redbus.in/bus-tickets/dehradun-to-chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),0 days 18:20:00,06h 55m,0 days 01:15:00,1.7,799.00,40
668,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165782,HVAC Seater (2+3),0 days 06:25:00,05h 45m,0 days 12:10:00,4.3,366.67,47
669,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165759,HVAC Seater (2+3),0 days 12:05:00,05h 50m,0 days 17:55:00,4.7,366.67,47
670,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165761,HVAC Seater (2+3),0 days 14:00:00,06h 01m,0 days 20:01:00,4.5,366.67,47
671,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165763,HVAC Seater (2+3),0 days 17:00:00,05h 50m,0 days 22:50:00,4.5,366.67,47
672,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 05:00:00,03h 45m,0 days 08:45:00,4.5,424.00,14
673,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,MAHARAJA TOUR & TRAVELS,Volvo AC Seater Pushback 2+2,0 days 05:45:00,03h 10m,0 days 08:55:00,4.7,596.00,20
674,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,AC Seater (2+2),0 days 05:45:00,03h 55m,0 days 09:40:00,3.6,399.00,31
675,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,AdMAHARAJA TOUR & TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),0 days 14:50:00,04h 25m,0 days 19:15:00,3.8,599.00,44
676,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Guardian Tour and Travels,Volvo A/C Semi Sleeper (2+2 ),0 days 05:50:00,03h 20m,0 days 09:10:00,4.1,495.00,20
677,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 06:50:00,03h 45m,0 days 10:35:00,3.5,550.00,44
678,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 08:30:00,04h 10m,0 days 12:40:00,3.9,499.00,39
679,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,AdKhurana Bus Service,Volvo A/C (2+2),0 days 11:15:00,04h 30m,0 days 15:45:00,3.8,467.00,30
680,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 09:30:00,04h 20m,0 days 13:50:00,3.4,550.00,38
681,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 11:45:00,04h 25m,0 days 16:10:00,3.4,650.00,43
682,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 12:30:00,04h 10m,0 days 16:40:00,4.0,650.00,41
683,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),0 days 14:30:00,04h 35m,0 days 19:05:00,3.1,650.00,46
684,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Guardian Travels,Volvo A/C Semi Sleeper (2+2),0 days 15:00:00,03h 30m,0 days 18:30:00,4.3,495.00,30
685,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 18:00:00,06h 20m,0 days 00:20:00,3.5,649.00,36
686,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),0 days 18:00:00,05h 30m,0 days 23:30:00,3.5,599.00,38
687,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,NueGo,Electric A/C Seater (2+2),0 days 18:15:00,04h 00m,0 days 22:15:00,4.6,424.00,42
688,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 19:30:00,04h 10m,0 days 23:40:00,4.6,380.00,41
689,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 20:45:00,05h 05m,0 days 01:50:00,4.6,403.00,30
690,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 21:00:00,04h 25m,0 days 01:25:00,4.6,380.00,40
691,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),0 days 21:10:00,04h 30m,0 days 01:40:00,3.0,630.00,35
692,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),0 days 21:30:00,04h 45m,0 days 02:15:00,4.1,471.00,29
693,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Everest Holidays,Volvo A/C Semi Sleeper (2+2),0 days 21:30:00,02h 25m,0 days 23:55:00,3.5,629.00,34
694,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Laxmi holidays,VE A/C Sleeper (2+1),0 days 21:30:00,04h 45m,0 days 02:15:00,4.8,570.00,33
695,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),0 days 21:30:00,02h 50m,0 days 00:20:00,3.3,703.00,29
696,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 22:00:00,04h 20m,0 days 02:20:00,3.8,513.00,33
697,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),0 days 22:15:00,03h 10m,0 days 01:25:00,3.8,574.00,35
698,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),0 days 22:15:00,03h 15m,0 days 01:30:00,3.7,508.00,41
699,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),0 days 22:30:00,04h 50m,0 days 03:20:00,4.3,570.00,32
700,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Raj Transport,Non AC Seater (2+3),0 days 05:25:00,04h 05m,0 days 09:30:00,0.0,285.00,51
701,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),0 days 21:30:00,02h 27m,0 days 23:57:00,2.1,703.00,29
702,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh Transport Undertaking (CTU) - 165956,HVAC Seater (2+3),0 days 05:30:00,06h 30m,0 days 12:00:00,4.4,506.67,46
703,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 01:50:00,05h 30m,0 days 07:20:00,3.6,540.00,10
704,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 03:55:00,05h 25m,0 days 09:20:00,3.4,750.00,2
705,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Zimindara Travels,AC Sleeper (2+1),0 days 23:00:00,06h 00m,0 days 05:00:00,4.1,649.00,34
706,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Laxmi holidays,VE A/C Semi Sleeper (2+2),0 days 23:55:00,06h 15m,0 days 06:10:00,4.6,854.00,34
707,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 23:55:00,05h 25m,0 days 05:20:00,3.6,479.00,32
708,Chandigarh to Rishikesh,https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 04:15:00,05h 05m,0 days 09:20:00,2.7,720.00,1
709,Chandigarh to Talwara,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,Chandigarh Transport Undertaking (CTU) - 165839,HVAC Seater (2+3),0 days 06:08:00,05h 00m,0 days 11:08:00,4.7,323.81,39
710,Chandigarh to Talwara,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 10:50:00,06h 50m,0 days 17:40:00,4.0,280.00,51
711,Chandigarh to Talwara,https://www.redbus.in/bus-tickets/chandigarh-to-talwara,RAJDHANI TRANSPORT,NON A/C Seater (2+3),0 days 12:32:00,06h 08m,0 days 18:40:00,4.0,280.00,51
712,Chandigarh to Dinanagar (punjab),https://www.redbus.in/bus-tickets/chandigarh-to-dinanagar-punjab,Chandigarh Transport Undertaking (CTU) - 165845,HVAC Seater (2+3),0 days 06:15:00,05h 45m,0 days 12:00:00,4.4,371.43,46
713,Dinanagar (punjab) to Chandigarh,https://www.redbus.in/bus-tickets/dinanagar-punjab-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165846,HVAC Seater (2+3),0 days 12:00:00,06h 15m,0 days 18:15:00,4.6,371.43,47
714,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165957,HVAC Seater (2+3),0 days 13:45:00,06h 30m,0 days 20:15:00,3.7,506.67,46
715,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 17:15:00,06h 00m,0 days 23:15:00,3.6,540.00,29
716,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),0 days 17:30:00,06h 50m,0 days 00:20:00,3.3,630.00,29
717,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Laxmi holidays,VE A/C Semi Sleeper (2+2),0 days 17:30:00,06h 20m,0 days 23:50:00,4.2,1044.00,32
718,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),0 days 18:00:00,05h 30m,0 days 23:30:00,4.2,750.00,25
719,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),0 days 19:15:00,06h 00m,0 days 01:15:00,4.5,488.00,31
720,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),0 days 19:30:00,06h 00m,0 days 01:30:00,1.7,799.00,40
721,Rishikesh to Chandigarh,https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),0 days 19:30:00,05h 45m,0 days 01:15:00,1.7,799.00,40
722,Chandigarh to Amritsar,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh Transport Undertaking (CTU) - 165758,HVAC Seater (2+3),0 days 06:10:00,05h 50m,0 days 12:00:00,3.5,366.67,47
723,Chandigarh to Amritsar,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh Transport Undertaking (CTU) - 165760,HVAC Seater (2+3),0 days 08:21:00,05h 29m,0 days 13:50:00,5.0,366.67,47
724,Chandigarh to Amritsar,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh Transport Undertaking (CTU) - 165762,HVAC Seater (2+3),0 days 10:35:00,05h 50m,0 days 16:25:00,3.9,366.67,47
725,Chandigarh to Amritsar,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Chandigarh Transport Undertaking (CTU) - 165781,HVAC Seater (2+3),0 days 13:28:00,05h 50m,0 days 19:18:00,3.7,366.67,47
726,Chandigarh to Amritsar,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),0 days 03:15:00,04h 00m,0 days 07:15:00,4.4,380.00,9
727,Chandigarh to Amritsar,https://www.redbus.in/bus-tickets/chandigarh-to-amritsar,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),0 days 03:30:00,03h 50m,0 days 07:20:00,3.8,599.00,19
